,StartDate,EndDate,Status,Progress,duration,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,IC,OPC,Parent,rsv_intent_hyp_pre,rsv_intent_hyp_rej,rsv_intent_hyp_post,no_child,X1_age_ch_i,X1_sex_ch_i,X1_relationship_ch_i,X1_relationship_ch_i_6_TEXT,X1_permission_ch_i,X1_rsv_ch_i,X2_age_ch_i,X2_sex_ch_i,X2_relationship_ch_i,X2_relationship_ch_i_6_TEXT,X2_permission_ch_i,X2_rsv_ch_i,X3_age_ch_i,X3_sex_ch_i,X3_relationship_ch_i,X3_relationship_ch_i_6_TEXT,X3_permission_ch_i,X3_rsv_ch_i,besd1,besd2,besd3,besd4,besd5,besd6,besd7,besd8,besd9,besd10,besd11,besd12,besd13,besd14,besd15,besd16,besd16_13_TEXT,besd17,besd18,besd18_9_TEXT,AGE,SEX,REG,EDU,SCH,EMP,REL,ETH,LAN,HHLAN,MIG,BUK,YUK,ENP,DIS1,DIS2,HEA,state,Age,RecipientFirstName,no_child.1,RCT
6565,02/09/2024 15:23,02/09/2024 15:30,IP Address,100,465,True,02/09/2024 15:30,R_8UqlriZaZ2XBZkZ,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,ST16,Yes,"Unsure, but leaning towards yes","Given too soon after birth,Concerns over the effectiveness of treatment,Fear of side effects or adverse reactions","Unsure, but leaning towards yes",1,8,Female,Father,,No,,,,,,,,,,,,,,A little important,A little safe,Very much,Yes,Yes,Not applicable to me,Yes,No,No,Yes,Yes,Yes,No,Moderately easy,A little easy,The waiting time in the clinic is too long,,A little satisfied,Waiting times are long,,28.0,Male,West Midlands,"1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",No,In full-time or part-time employment (including self-employed),No religion,White: Other White,English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Good,7c892f665eae4393b70f8dbe035ddaeebf46d149Q0008JZJ0000028e,25-34,,1,RCT4
6566,02/09/2024 15:26,02/09/2024 15:31,IP Address,100,326,True,02/09/2024 15:31,R_2Md1cMuPxhQUuZP,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Dn9,Yes,"Yes, definitely","Given too soon after birth,Lack of trust in the healthcare system","Unsure, but leaning towards yes",3 or more,2,Female,Mother,,No,,5.0,Male,Mother,,No,,6.0,Male,Mother,,No,,Very important,Moderately safe,Moderately,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,No,Yes,Yes,No,Very easy,A little easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,33.0,Female,Yorkshire and the Humber,"5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",No,Unemployed and looking after the home or family,No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,No people in my household have English or Welsh as their main language,No,Yes,,Very well,No,,Good,d627601c9fb47e46959a6956b5710c303af9d263Q0008KI00000028a,25-34,,3 or more,RCT1
6567,02/09/2024 15:26,02/09/2024 15:31,IP Address,100,295,True,02/09/2024 15:31,R_2ma3SNB54DXkJWx,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Nn3,Yes,"Yes, definitely",Concerns about safety,"Yes, definitely",2,1,Male,Mother,,No,"Unsure, but leaning towards yes",2.0,Male,Mother,,No,,,,,,,,A little important,Moderately safe,Moderately,Yes,Yes,Not applicable to me,Yes,Yes,No,No,Yes,Yes,No,A little easy,Not at all easy,I am made to feel unwelcome at the clinic,,A little satisfied,Nothing. I am satisfied.,,21.0,Female,East Midlands,"1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",No,In full-time or part-time employment (including self-employed),,,,,,,,,,,,a1238e6060100bdbd4c5f4c6788118442441a051Q0008KQ70000028a,18-24,,2,RCT1
6568,02/09/2024 15:26,02/09/2024 15:32,IP Address,100,357,True,02/09/2024 15:32,R_2U3irjkPVYT1gwb,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,B36,Yes,"Yes, definitely","Do not know where to get treatment,Infants are at low risk of RSV,Financial or cost-related reasons","Unsure, but leaning towards no",1,4,Male,Father,,No,,,,,,,,,,,,,,Very important,Moderately safe,Moderately,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Moderately easy,Very easy,The waiting time in the clinic is too long,,Very satisfied,Vaccines are not always available,,23.0,Male,West Midlands,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),,,,,,,,,,,,8568936d1d166c631ec139732d67bfb028d4878cQ0008KJ5000002b6,18-24,,1,RCT2
6569,02/09/2024 15:28,02/09/2024 15:32,IP Address,100,248,True,02/09/2024 15:32,R_26pX8AG6r2IIDS1,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,IP21,Yes,"Yes, definitely","Given too soon after birth,Fear of side effects or adverse reactions,Financial or cost-related reasons","Yes, definitely",1,3,Intersex / Other,Mother,,No,,,,,,,,,,,,,,Very important,Very safe,Moderately,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Very easy,Very easy,"The clinic opening times are inconvenient,The waiting time in the clinic is too long",,Moderately satisfied,"Waiting times are long,Staff are not respectful,Staff do not spend enough time with people",,29.0,Female,East of England,"2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,Yes,"Yes, a little",Fair,97998f139913f4719af2c1f98765c439cd8db885Q0008KZH000002b4,25-34,,1,RCT6
6570,02/09/2024 15:28,02/09/2024 15:32,IP Address,100,209,True,02/09/2024 15:32,R_2o78drOuQWekeR8,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,WV14,Yes,"Yes, definitely",Religious or personal beliefs,"Yes, definitely",1,5,Male,Father,,No,,,,,,,,,,,,,,Moderately important,Moderately safe,Moderately,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,A little easy,Moderately easy,The waiting time in the clinic is too long,,Moderately satisfied,Nothing. I am satisfied.,,31.0,Male,West Midlands,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Christian,"Black, Black British, Black Welsh, Caribbean or African: African",English,No people in my household have English or Welsh as their main language,No,Yes,,Very well,No,,Good,bdd7d962d7a4db6481e9cf7a7654d1145c71fc03Q0008L440000028a,25-34,,1,RCT4
6571,02/09/2024 15:27,02/09/2024 15:33,IP Address,100,335,True,02/09/2024 15:33,R_2WJdwBieWfdZv3m,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,FY5,Yes,"Yes, definitely","Given too soon after birth,Concerns over the effectiveness of treatment,Lack of trust in pharmaceutical companies,Insufficient information or understanding about treatment","Yes, definitely",1,6,Female,Father,,No,,,,,,,,,,,,,,Very important,Moderately safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Moderately easy,"Getting to the clinic is hard,The clinic opening times are inconvenient,The clinic sometimes turns people away without vaccinating",,Very satisfied,Nothing. I am satisfied.,,56.0,Male,North West England,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,8535c742ed05457da0a883436d8a66d0f537e2eeQ0008KX70000028b,55-64,,1,RCT3
6572,02/09/2024 15:29,02/09/2024 15:33,IP Address,100,238,True,02/09/2024 15:33,R_2VpUiiINZJWGVvn,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,BH20,Yes,"Yes, definitely",It is unnecessary,"Yes, definitely",2,14,Female,Father,,No,,16.0,Female,Father,,No,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Very easy,Very easy,"Nothing, it's not hard",,Very satisfied,Waiting times are long,,54.0,Male,South West England,"5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Good,001a6d87e8a64935ef984f3ada934d7184f01c9eQ0008L8K0000025a,45-54,,2,RCT2
6573,02/09/2024 15:21,02/09/2024 15:33,IP Address,100,699,True,02/09/2024 15:33,R_2dPP6KFd47zBxzT,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,ox1,Yes,"Yes, definitely",Do not know where to get treatment,"Yes, definitely",1,12,Female,Mother,,No,,,,,,,,,,,,,,Very important,Moderately safe,Very much,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Very easy,Not at all easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,40.0,Female,West Midlands,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,Unemployed but seeking work or waiting to start a job (and available to work within two weeks),Other religion,Prefer not to say,English,"Yes, at least one person in my household has English or Welsh as their main language",Yes,No,Arrived after 2010,Very well,No,,Very good,3288d0f90f90e54f6ac89ad71feaa94d3285a52dQ0008JKR00000276,35-44,,1,RCT6
6574,02/09/2024 15:27,02/09/2024 15:33,IP Address,100,384,True,02/09/2024 15:33,R_8q7YO9Ewcp1yzz7,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,CB9,Yes,"Unsure, but leaning towards yes",Insufficient information or understanding about treatment,"Unsure, but leaning towards yes",2,3,Female,Mother,,No,,7.0,Male,Mother,,No,,,,,,,,Very important,Moderately safe,Very much,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,No,Yes,Yes,No,Very easy,A little easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,32.0,Female,East of England,"5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,3f1221f8452b7166dfaa004de6bf75fc7370d794Q0008KUR000002b9,25-34,,2,RCT3
6575,02/09/2024 15:30,02/09/2024 15:33,IP Address,100,212,True,02/09/2024 15:33,R_2kFyYHecEcfClod,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,NG16,Yes,"Yes, definitely",Concerns about importance of treatment,"Yes, definitely",1,1,Male,Father,,No,"Yes, definitely",,,,,,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Very easy,Very easy,The clinic opening times are inconvenient,,Very satisfied,Nothing. I am satisfied.,,26.0,Male,East Midlands,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Christian,"Asian, Asian British or Asian Welsh: Other Asian",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,1db2ed7e4cb5639eb628ecf193ec74107f128dd9Q0008LGG0000029e,25-34,,1,RCT2
6576,02/09/2024 15:27,02/09/2024 15:34,IP Address,100,378,True,02/09/2024 15:34,R_2ix592vvQxiYVLV,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,LN4,Yes,"Yes, definitely","Concerns about safety,Insufficient information or understanding about treatment","Yes, definitely",1,0,Male,Mother,,No,"Yes, definitely",,,,,,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,No,Yes,Yes,No,Very easy,Moderately easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,33.0,Female,East Midlands,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,d1ba427a2d8ad3b18c3f52dafc446cfae6c0b11eQ0008KYC00000289,25-34,,1,RCT5
6577,02/09/2024 15:27,02/09/2024 15:34,IP Address,100,430,True,02/09/2024 15:34,R_8uXUtCN0trHe2qt,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,G14,Yes,"Yes, definitely",Concerns about safety,"Yes, definitely",2,15,Male,Father,,No,,17.0,Female,Father,,No,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Very easy,Very easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,58.0,Male,Scotland,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,8b9095d7241b097c232c8a2756390bb32a18c71cQ0008KVZ000002bd,55-64,,2,RCT3
6578,02/09/2024 15:29,02/09/2024 15:34,IP Address,100,310,True,02/09/2024 15:34,R_8R3baIE0CwjR2f1,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,L19,Yes,"Unsure, but leaning towards yes",Given too soon after birth,"Unsure, but leaning towards yes",1,9,Female,Father,,Yes,,,,,,,,,,,,,,A little important,Moderately safe,Moderately,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Moderately easy,A little easy,My family and household responsibilities make it difficult for me to find time,,Moderately satisfied,Nothing. I am satisfied.,,46.0,Male,North West England,"2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,No people in my household have English or Welsh as their main language,No,Yes,,Very well,Yes,"Yes, a little",Good,d66e9f34f516d9bc57f58b65d7f29b1113d2c186Q0008LBV00000277,45-54,,1,RCT0
6579,02/09/2024 15:24,02/09/2024 15:35,IP Address,100,688,True,02/09/2024 15:35,R_8OWdRjPTfwhmNH6,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Dy2,Yes,"Yes, definitely",Concerns about importance of treatment,"Yes, definitely",3 or more,11,Male,Father,,Yes,,13.0,Male,Father,,Yes,,15.0,Male,Father,,Yes,,Very important,Very safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Very easy,Very easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,48.0,Male,West Midlands,"1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",No,In full-time or part-time employment (including self-employed),Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,d29de95b818b2e7e22f75d3b1df08dfdaca51a02Q0008K6K000002ba,45-54,,3 or more,RCT0
6580,02/09/2024 15:30,02/09/2024 15:35,IP Address,100,301,True,02/09/2024 15:35,R_8QVop5kHtGJC38j,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Fy1,Yes,"Unsure, but leaning towards yes","Concerns about safety,Fear of side effects or adverse reactions,Infants are at low risk of RSV,Insufficient information or understanding about treatment","Unsure, but leaning towards yes",1,0,Male,Mother,,Yes,"Unsure, but leaning towards yes",,,,,,,,,,,,,Very important,Very safe,Moderately,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Moderately easy,A little easy,The waiting time in the clinic is too long,,Moderately satisfied,"Waiting times are long,Staff do not spend enough time with people",,23.0,Female,North West England,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),,,,,,,,,,,,80202580ae01657cef16890d0b8790381fc8afadQ0008LL300000288,18-24,,1,RCT6
6581,02/09/2024 15:31,02/09/2024 15:35,IP Address,100,271,True,02/09/2024 15:35,R_2X6V0wOvuMiWgGF,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,SN5,Yes,"Unsure, but leaning towards yes","Concerns about safety,Given too soon after birth,Fear of side effects or adverse reactions","Unsure, but leaning towards yes",1,4,Male,Mother,,No,,,,,,,,,,,,,,Moderately important,A little safe,A little,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,No,Yes,Yes,No,A little easy,A little easy,My family and household responsibilities make it difficult for me to find time,,A little satisfied,"Vaccines are not always available,The clinic does not open on time",,24.0,Female,South West England,"2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",No,In full-time or part-time employment (including self-employed),,,,,,,,,,,,a3d7fc99f786d7487efb3cfcd2b86cee24899691Q0008LT7000002b8,18-24,,1,RCT5
6582,02/09/2024 15:22,02/09/2024 15:35,IP Address,100,832,True,02/09/2024 15:35,R_2GexzWKzbeg1UKT,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,NE23,Yes,"Yes, definitely","Concerns about importance of treatment,Fear of side effects or adverse reactions","Yes, definitely",1,13,Female,Mother,,No,,,,,,,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,No,Yes,Yes,No,Very easy,Moderately easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,53.0,Female,North East England,"1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",No,In full-time or part-time employment (including self-employed),Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,317fce6077cb419da4a9c954c88dc96fe39e6df7Q0008JN10000028b,45-54,,1,RCT1
6583,02/09/2024 15:26,02/09/2024 15:36,IP Address,100,583,True,02/09/2024 15:36,R_8SBsO8C8rEEKhp5,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Dl6,Yes,"Unsure, but leaning towards yes","Fear of side effects or adverse reactions,Lack of trust in the healthcare system,Insufficient information or understanding about treatment","Unsure, but leaning towards yes",2,7,Female,Mother,,No,,13.0,Female,Mother,,No,,,,,,,,Very important,Moderately safe,Very much,Yes,Yes,Not applicable to me,Yes,Yes,Yes,No,Yes,Yes,No,Very easy,A little easy,"The clinic opening times are inconvenient,The waiting time in the clinic is too long",,Very satisfied,Waiting times are long,,46.0,Female,Yorkshire and the Humber,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,Unemployed and looking after the home or family,Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,No people in my household have English or Welsh as their main language,No,Yes,,Very well,Yes,"Yes, a little",Good,137bb435dfb9c28155a3d905979d15ab3e907a18Q0008KMP000002bb,45-54,,2,RCT0
6584,02/09/2024 15:31,02/09/2024 15:36,IP Address,100,324,True,02/09/2024 15:36,R_2n6pJ7SGeZgJHqx,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Cw10,Yes,"Unsure, but leaning towards yes","Concerns about safety,Concerns about importance of treatment,Insufficient information or understanding about treatment","Unsure, but leaning towards no",1,16,Male,Mother,,No,,,,,,,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Yes,No,Very easy,Very easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,52.0,Female,North West England,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,417759736c492d86dc0de36a811372b0df118df0Q0008LS20000028b,45-54,,1,RCT2
6585,02/09/2024 15:31,02/09/2024 15:36,IP Address,100,283,True,02/09/2024 15:36,R_8ZVr2VT1CSuznMQ,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Ta6,Yes,"Yes, definitely",Insufficient information or understanding about treatment,"Yes, definitely",1,16,Female,Mother,,No,,,,,,,,,,,,,,Very important,Moderately safe,Moderately,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,No,Yes,Yes,No,Moderately easy,A little easy,"Nothing, it's not hard",,Moderately satisfied,Nothing. I am satisfied.,,50.0,Female,South West England,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Good,0e09ed04f0af50d045855252eafc7c2c26309b7bQ0008LWR0000029e,45-54,,1,RCT6
6586,02/09/2024 15:32,02/09/2024 15:37,IP Address,100,312,True,02/09/2024 15:37,R_8dHt5hkMKeqtuBV,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,B19,Yes,"Unsure, but leaning towards yes","Concerns over the effectiveness of treatment,Lack of trust in pharmaceutical companies","Unsure, but leaning towards no",2,9,Female,Brother or sister,,No,,17.0,Female,Brother or sister,,No,,,,,,,,A little important,A little safe,Moderately,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Moderately easy,Very easy,The waiting time in the clinic is too long,,A little satisfied,Waiting times are long,,25.0,Female,West Midlands,"2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",No,Unemployed and looking after the home or family,Muslim,"Asian, Asian British or Asian Welsh: Bangladeshi",English,No people in my household have English or Welsh as their main language,No,Yes,,Very well,No,,Good,1369b1bd6fc158342da41867e25f923fc5e13046Q0008LZ20000028b,25-34,,2,RCT1
6587,02/09/2024 15:28,02/09/2024 15:38,IP Address,100,574,True,02/09/2024 15:38,R_2lzWQcp88CTJ36c,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,M43,Yes,"Yes, definitely",Other (please state),"Yes, definitely",2,1,Female,Father,,Yes,"Yes, definitely",14.0,Male,Father,,Yes,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Yes,No,Very easy,Moderately easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,49.0,Male,North West England,"2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,Yes,Not at all,Good,3cb99c9fcdab89b6ab4c53d239c3743db62114adQ0008L1U00000253,45-54,,2,RCT1
6588,02/09/2024 15:35,02/09/2024 15:38,IP Address,100,184,True,02/09/2024 15:38,R_8qxJ3pssgQqIEoo,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,DN3,Yes,"Unsure, but leaning towards yes","Concerns about safety,Insufficient information or understanding about treatment","Unsure, but leaning towards yes",1,0,Female,Mother,,No,"Yes, definitely",,,,,,,,,,,,,Very important,Moderately safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Moderately easy,Moderately easy,"Nothing, it's not hard",,Moderately satisfied,Nothing. I am satisfied.,,27.0,Female,Yorkshire and the Humber,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Good,83875e22cf860e86f09803c2f4d46edd51c1961bQ0008MSM0000028a,25-34,,1,RCT6
